6,187.222
7,236.887
8,249.773
9,260.710
10,278.584
11,299.089
12,317.101
13,321.867
14,333.162
15,355.376
16,365.482
17,378.308
18,387.196
19,402.797
20,415.336
21,436.048
22,444.191
23,452.519
24,466.388
25,482.132
26,495.825
27,500.151
28,508.147
29,516.262
30,533.775
31,538.227
32,540.128
33,543.894
34,547.930
35,550.863
36,553.687
37,560.086
38,569.392
39,585.516
40,591.679
41,598.215
42,608.452
43,610.367
44,612.157
45,627.218
46,635.107
47,643.022
48,647.471
49,650.076
50,655.463
51,663.593
52,672.967
53,676.684
54,681.583
55,683.906
56,686.110
57,691.603
58,697.050
59,705.277
60,717.136
61,728.110
62,745.454
63,755.122
64,764.717
65,771.706
66,776.317
67,781.093
68,798.542
69,809.423
70,820.029
71,827.160
72,840.113
73,848.107
74,850.878
75,858.293
76,861.614
77,872.912
78,875.378
79,893.707
80,904.172
81,929.901
82,952.413
83,969.672
84,1007.052
85,1035.972
86,1071.868
87,1093.374
88,1125.350
89,1327.237
90,1376.741
91,1419.605
92,1430.728
93,1582.912
94,1630.968
95,1635.959
96,1643.956
97,1661.942
98,1695.951
99,1701.064
